name,addr:housenumber,addr:street,addr:unit:label,addr:unit,addr:city,addr:state,addr:postcode,latitude,longitude,fixme
,621,Deer Run,,,Williamsville,VA,24487,38.237202950000039,-79.60418065,
,662,Deer Run,,,Williamsville,VA,24487,38.238576761000040,-79.60338993,
,673,Deer Run,,,Williamsville,VA,24487,38.238091800000063,-79.60485906,
,758,Deer Run,,,Williamsville,VA,24487,38.239463145000059,-79.60421228,
,856,Deer Run,,,Williamsville,VA,24487,38.240327081000032,-79.60449063,
,961,Deer Run,,,Williamsville,VA,24487,38.241259628000080,-79.60718695,
,1024,Deer Run,,,Williamsville,VA,24487,38.242591195000038,-79.60616391,
,54,Flood Lane,,,Williamsville,VA,24487,38.238087555000050,-79.59437142,
,332,Flood Lane,,,Williamsville,VA,24487,38.239300731000071,-79.59781369,
,333,Flood Lane,,,Williamsville,VA,24487,38.239576759000037,-79.59903742,
,388,Forest Road 394-b,,,Williamsville,VA,24487,38.235262301000027,-79.51017798,yes
,27,Frosty Meadows Lane,,,Williamsville,VA,24487,38.256925714000033,-79.49896818,
,122,Frosty Meadows Lane,,,Williamsville,VA,24487,38.254054937000028,-79.50272094,
,222,Frosty Meadows Lane,,,Williamsville,VA,24487,38.252717430000068,-79.50309535,
,336,Frosty Meadows Lane,,,Williamsville,VA,24487,38.250634063000057,-79.50657256,
,465,Karst Ridge Drive,,,Williamsville,VA,24487,38.223202480000047,-79.59653913,
,814,Karst Ridge Drive,,,Williamsville,VA,24487,38.217288391000068,-79.59477136,
,205,Laurel Gap Trail,,,Williamsville,VA,24487,38.226225542000059,-79.53211355,
,240,Laurel Gap Trail,,,Williamsville,VA,24487,38.225179564000030,-79.534453,
,538,Laurel Gap Trail,,,Williamsville,VA,24487,38.221505771000068,-79.53007092,
,143,Liberty Road,,,Williamsville,VA,24487,38.282294725000042,-79.45628854,
,328,Liberty Road,,,Williamsville,VA,24487,38.282856102000039,-79.45913123,
,382,Limestone Lane,,,Williamsville,VA,24487,38.220824706000030,-79.60310338,
,587,Limestone Lane,,,Williamsville,VA,24487,38.222817464000059,-79.6029661,
,26,Lower Fork Road,,,Williamsville,VA,24487,38.323711200000048,-79.41305907,
,98,Lower Fork Road,,,Williamsville,VA,24487,38.323995489000019,-79.4143312,
,148,Lower Fork Road,,,Williamsville,VA,24487,38.323523897000030,-79.41516807,
,156,Lower Fork Road,,,Williamsville,VA,24487,38.323597049000050,-79.41547091,
,162,Lower Fork Road,,,Williamsville,VA,24487,38.323578866000048,-79.41570741,
,195,Lower Fork Road,,,Williamsville,VA,24487,38.323267483000052,-79.4143869,
,323,Lower Fork Road,,,Williamsville,VA,24487,38.320274116000057,-79.41586086,
,551,Lower Fork Road,,,Williamsville,VA,24487,38.318402269000039,-79.41860728,
,746,Lower Fork Road,,,Williamsville,VA,24487,38.317151195000058,-79.42356241,
,748,Lower Fork Road,,,Williamsville,VA,24487,38.316429782000050,-79.42416096,
,845,Lower Fork Road,,,Williamsville,VA,24487,38.314744714000028,-79.4214277,
,849,Lower Fork Road,,,Williamsville,VA,24487,38.314265697000053,-79.42125798,
,884,Lower Fork Road,,,Williamsville,VA,24487,38.315913844000079,-79.42388072,
,888,Lower Fork Road,,,Williamsville,VA,24487,38.315051133000047,-79.4252272,
,896,Lower Fork Road,,,Williamsville,VA,24487,38.313757119000059,-79.42601056,
,991,Lower Fork Road,,,Williamsville,VA,24487,38.313553173000059,-79.42159329,
,995,Lower Fork Road,,,Williamsville,VA,24487,38.312405387000069,-79.4227774,
,998,Lower Fork Road,,,Williamsville,VA,24487,38.313089413000050,-79.4233994,
,2136,Lower Fork Road,,,Williamsville,VA,24487,38.299904179000059,-79.43572539,
,2466,Lower Fork Road,,,Williamsville,VA,24487,38.295426600000042,-79.43744541,
,2955,Lower Fork Road,,,Williamsville,VA,24487,38.289365138000051,-79.44182672,
,3304,Lower Fork Road,,,Williamsville,VA,24487,38.286694939000029,-79.44709823,
,3361,Lower Fork Road,,,Williamsville,VA,24487,38.285883784000070,-79.44769319,
,3451,Lower Fork Road,,,Williamsville,VA,24487,38.283056623000050,-79.44766044,
,3549,Lower Fork Road,,,Williamsville,VA,24487,38.283837453000039,-79.45031343,
,3598,Lower Fork Road,,,Williamsville,VA,24487,38.285213053000057,-79.45204263,
,3693,Lower Fork Road,,,Williamsville,VA,24487,38.284313974000042,-79.45380288,
,3837,Lower Fork Road,,,Williamsville,VA,24487,38.285608061000062,-79.45667535,
,4123,Lower Fork Road,,,Williamsville,VA,24487,38.287556069000061,-79.46130507,
,4129,Lower Fork Road,,,Williamsville,VA,24487,38.287927540000048,-79.46143763,
,518,Open View Lane,,,Williamsville,VA,24487,38.239691008000079,-79.61536519,
,100,Peaceful Valley Drive,,,Williamsville,VA,24487,38.226865831000048,-79.52993807,
,176,Peaceful Valley Drive,,,Williamsville,VA,24487,38.225281422000080,-79.5307724,
,207,Peaceful Valley Drive,,,Williamsville,VA,24487,38.225928209000067,-79.52780664,
,241,Peaceful Valley Drive,,,Williamsville,VA,24487,38.225430230000029,-79.52758564,
,246,Peaceful Valley Drive,,,Williamsville,VA,24487,38.225254876000058,-79.52802697,
,253,Peaceful Valley Drive,,,Williamsville,VA,24487,38.225296318000062,-79.52752196,
,264,Peaceful Valley Drive,,,Williamsville,VA,24487,38.224958880000031,-79.52792668,
,278,Peaceful Valley Drive,,,Williamsville,VA,24487,38.224814478000042,-79.52777997,
,289,Peaceful Valley Drive,,,Williamsville,VA,24487,38.224844676000032,-79.52726846,
,296,Peaceful Valley Drive,,,Williamsville,VA,24487,38.224523324000067,-79.52784662,
,325,Peaceful Valley Drive,,,Williamsville,VA,24487,38.224197020000069,-79.5267042,
,346,Peaceful Valley Drive,,,Williamsville,VA,24487,38.223776113000042,-79.5284704,
,658,Peaceful Valley Drive,,,Williamsville,VA,24487,38.219576354000019,-79.52699564,
,83,Southall Road,,,Williamsville,VA,24487,38.253829822000050,-79.50773393,
,90,Southall Road,,,Williamsville,VA,24487,38.254023186000040,-79.50603277,
,179,Southall Road,,,Williamsville,VA,24487,38.255047047000062,-79.50895844,
,226,Southall Road,,,Williamsville,VA,24487,38.255715906000027,-79.50657965,
,709,Southall Road,,,Williamsville,VA,24487,38.258284386000071,-79.51386147,
,253,Wilson Hollow Lane,,,Williamsville,VA,24487,38.302372948000020,-79.42967396,
,362,Wilson Hollow Lane,,,Williamsville,VA,24487,38.300376306000032,-79.42972112,
,564,Wilson Hollow Lane,,,Williamsville,VA,24487,38.298437875000040,-79.42816823,
,665,Wilson Hollow Lane,,,Williamsville,VA,24487,38.296952202000050,-79.42677875,
,787,Wilson Hollow Lane,,,Williamsville,VA,24487,38.295306191000059,-79.42577182,
,154,Windy Lane,,,Williamsville,VA,24487,38.235697298000048,-79.60629494,
,1059,Windy Lane,,,Williamsville,VA,24487,38.235629279000079,-79.61236106,
,1090,Windy Lane,,,Williamsville,VA,24487,38.236872515000073,-79.61309875,
